timestamp,symbol,moving_avg,volume_sum
2025-09-07 01:46:00,ADA,0.817713,20190.1
2025-09-07 01:46:00,LTC,111.68,1366.62
2025-09-07 01:46:00,SOL,200.272,1766.32
2025-09-07 01:46:00,DOGE,0.215347,1.98258e+06
2025-09-07 01:46:00,BTC,110142,16.6835
2025-09-07 01:47:00,BNB,859.258,5.08927
2025-09-07 01:47:00,BTC,110139,16.8054
2025-09-07 01:47:00,DOGE,0.215312,1.99549e+06
2025-09-07 01:47:00,ETH,4274.34,243.648
2025-09-07 01:47:00,XRP,2.80503,65503.7
2025-09-07 01:47:00,ADA,0.817687,20684.9
2025-09-07 01:47:00,SOL,200.27,1976.83
2025-09-07 01:47:00,LTC,111.67,1329.03
2025-09-07 01:48:00,ADA,0.817669,20481.4
2025-09-07 01:48:00,XRP,2.80499,50445.7
2025-09-07 01:48:00,DOGE,0.215289,1.95436e+06
2025-09-07 01:48:00,ETH,4274.27,263.875
2025-09-07 01:48:00,BNB,859.272,5.06599
2025-09-07 01:48:00,SOL,200.266,2044.6
2025-09-07 01:48:00,LTC,111.661,1311.54
2025-09-07 01:48:00,BTC,110134,15.95
2025-09-07 01:49:00,BTC,110132,15.7378
2025-09-07 01:49:00,LTC,111.662,1311.57
2025-09-07 01:49:00,BNB,859.285,4.89958
2025-09-07 01:49:00,XRP,2.80496,47976.6
2025-09-07 01:49:00,ETH,4274.31,282.289
2025-09-07 01:49:00,SOL,200.263,2038.15
2025-09-07 01:49:00,DOGE,0.215283,1.85332e+06
2025-09-07 01:49:00,ADA,0.817683,19781.4
2025-09-07 01:50:00,XRP,2.80493,50993.9
2025-09-07 01:50:00,BTC,110130,15.9247
2025-09-07 01:50:00,ADA,0.817683,19301.2
2025-09-07 01:50:00,DOGE,0.215271,1.58975e+06
2025-09-07 01:50:00,LTC,111.662,1317.38
2025-09-07 01:50:00,SOL,200.254,2225.66
2025-09-07 01:50:00,ETH,4274.21,317.741
2025-09-07 01:50:00,BNB,859.28,5.03661
2025-09-07 01:51:00,BNB,859.222,4.79234
2025-09-07 01:51:00,ADA,0.817495,17406.5
2025-09-07 01:51:00,XRP,2.80465,43800.1
2025-09-07 01:51:00,SOL,200.245,2257.53
2025-09-07 01:51:00,DOGE,0.215095,1.47874e+06
2025-09-07 01:51:00,ETH,4273.93,320.32
2025-09-07 01:51:00,LTC,111.653,1310.27
2025-09-07 01:51:00,BTC,110125,16.2324
2025-09-07 01:52:00,SOL,200.238,2599.85
2025-09-07 01:52:00,ADA,0.81746,20060.1
2025-09-07 01:52:00,BNB,859.221,6.35407
2025-09-07 01:52:00,LTC,111.65,1305.71
2025-09-07 01:52:00,XRP,2.80457,41384.3
2025-09-07 01:52:00,BTC,110122,16.2395
2025-09-07 01:52:00,DOGE,0.215089,1.37919e+06
2025-09-07 01:52:00,ETH,4273.61,344.114
2025-09-07 01:53:00,BNB,859.251,6.23537
2025-09-07 01:53:00,LTC,111.666,1312.06
2025-09-07 01:53:00,SOL,200.223,2616.05
2025-09-07 01:53:00,XRP,2.80452,37180
2025-09-07 01:53:00,BTC,110122,17.1239
2025-09-07 01:53:00,ADA,0.817468,20949.5
2025-09-07 01:53:00,DOGE,0.215093,1.38122e+06
2025-09-07 01:53:00,ETH,4273.49,425.54
2025-09-07 01:54:00,ADA,0.817481,21183.5
2025-09-07 01:54:00,XRP,2.80436,37904.8
2025-09-07 01:54:00,DOGE,0.215095,1.33949e+06
2025-09-07 01:54:00,BNB,859.285,6.85205
2025-09-07 01:54:00,ETH,4273.53,452.55
2025-09-07 01:54:00,BTC,110124,17.4861
2025-09-07 01:54:00,LTC,111.667,1311.95
2025-09-07 01:54:00,SOL,200.214,2600.43
2025-09-07 01:55:00,BTC,110125,17.5698
2025-09-07 01:55:00,LTC,111.669,1311.16
2025-09-07 01:55:00,BNB,859.292,6.88105
2025-09-07 01:55:00,XRP,2.80445,30907.1
2025-09-07 01:55:00,ADA,0.81754,20424.3
2025-09-07 01:55:00,SOL,200.217,2317.3
2025-09-07 01:55:00,ETH,4273.59,472.032
2025-09-07 01:55:00,DOGE,0.215096,1.31148e+06
